Spain
Saudi Arabia
1020 1014 1023 1024 1000 1003 1019 1036 1020 1011 1163 1010
1020 1014 1023 1024 1000 1003 1019 1036 1020 1011 1163 1010
7 4 2 18 1 10 6 4 2 5 15 6
12 9 13 34 2 41 23 10 8 12 25 15
7 11 18 13 3 12 15 15 13 19 10 12
4 6 8 3 1 4 7 4 12 6 5 4
17 13 10 14 23 10 11 10 13 19 11 12
52 58 48 18 70 22 38 57 50 39 33 51
41 31 30 64 11 66 47 33 22 28 60 42
UAE
1020 1014 1023 1024 1000 1003 1019 1036 1020 1011 1163 1010
1020 1014 1023 1024 1000 1003 1019 1036 1020 1011 1163 1010
8 4 2 13 1 6 6 6 3 12 18 5
12 8 13 26 3 28 24 17 12 21 25 15
7 13 19 13 3 13 13 15 11 17 10 11
4 5 8 3 1 3 5 2 11 3 4 4
15 12 10 19 23 17 11 7 14 14 11 12
53 57 48 25 68 33 41 54 48 32 33 52
43 29 28 53 14 51 51 48 29 49 63 43
India
1020 1014 1023 1024 1000 1003 1019 1036 1020 1011 1163 1010
1020 1014 1023 1024 1000 1003 1019 1036 1020 1011 1163 1010
35 4 7 11 9 17 11 13 3 10 81 26
35 11 36 28 40 47 33 37 18 23 10 49
14 20 32 19 11 18 19 24 28 20 2 17
8 14 9 6 3 4 8 5 18 9 1 5
3 9 6 16 16 5 8 4 8 12 3 2
5 42 10 20 22 9 21 16 24 26 3 1
74 26 48 49 63 70 55 60 27 44 93 77
China
1020 1014 1023 1024 1000 1003 1019 1036 1020 1011 1163 1010
1020 1014 1023 1024 1000 1003 1019 1036 1020 1011 1163 1010
49 71 44 19 34 31 43 44 26 30 33 59
36 21 47 27 51 37 41 40 48 37 35 33
8 3 6 14 5 15 7 10 12 14 10 4
3 1 1 4 1 3 2 2 3 5 4 1
2 1 2 17 5 6 2 1 3 5 6 1
2 3 0 19 4 9 5 3 7 8 11 2
86 95 91 57 88 74 88 87 80 73 77 94
Thailand
1020 1014 1023 1024 1000 1003 1019 1036 1020 1011 1163 1010
1020 1014 1023 1024 1000 1003 1019 1036 1020 1011 1163 1010
45 7 30 14 8 47 24 30 90 24 18 53
34 23 52 27 27 40 38 41 8 39 32 36
8 20 12 16 16 5 10 16 1 14 12 7
3 9 2 5 5 1 3 3 0 2 6 1
3 9 2 18 17 3 6 2 0 5 8 1
7 32 2 19 27 4 19 6 0 16 24 2
85 44 84 51 48 91 76 76 98 75 65 91
Malaysia
1020 1014 1023 1024 1000 1003 1019 1036 1020 1011 1163 1010
1020 1014 1023 1024 1000 1003 1019 1036 1020 1011 1163 1010
25 5 10 19 2 83 11 11 3 9 11 52
36 16 50 37 9 14 35 34 21 23 24 38
9 15 21 13 6 1 11 20 23 20 11 6
2 6 3 4 2 0 3 2 10 5 5 1
9 10 6 13 26 1 11 7 13 14 12 2
19 48 10 15 55 1 29 27 30 29 36 1
76 41 67 66 25 97 65 61 34 44 56 91
Vietnam
1020 1014 1023 1024 1000 1003 1019 1036 1020 1011 1163 1010
1020 1014 1023 1024 1000 1003 1019 1036 1020 1011 1163 1010
30 4 18 6 5 9 13 15 13 79 7 17
33 16 55 19 22 26 34 41 42 16 17 43
10 18 17 15 12 20 11 24 16 2 12 20
4 8 2 6 3 6 2 5 6 1 7 5
6 9 3 26 19 16 11 4 7 1 15 5
17 45 4 28 38 23 28 12 17 2 43 10
75 37 77 34 44 45 66 63 67 96 42 67
Singapore
1020 1014 1023 1024 1000 1003 1019 1036 1020 1011 1163 1010
1020 1014 1023 1024 1000 1003 1019 1036 1020 1011 1163 1010
24 8 12 14 3 18 17 14 7 19 15 72
34 22 53 31 13 46 36 37 29 29 27 23
7 12 16 12 7 11 9 16 17 14 9 3
2 5 3 3 2 2 2 2 5 3 5 1
10 8 6 20 25 9 9 5 12 11 11 1
22 44 10 20 49 14 27 26 29 25 33 0
75 54 73 55 33 74 72 68 52 64 62 96
Hong Kong
1020 1014 1023 1024 1000 1003 1019 1036 1020 1011 1163 1010
1020 1014 1023 1024 1000 1003 1019 1036 1020 1011 1163 1010
20 17 51 12 7 17 24 29 14 22 10 48
29 33 41 23 26 23 39 41 39 32 22 35
8 12 5 12 6 16 8 16 13 14 11 5
2 4 1 5 2 4 1 1 4 3 6 1
13 8 1 23 23 15 6 2 8 9 13 2
28 26 1 24 36 25 21 9 22 20 38 8
68 68 93 47 53 54 80 78 68 68 51 91
ROK
1020 1014 1023 1024 1000 1003 1019 1036 1020 1011 1163 1010
1020 1014 1023 1024 1000 1003 1019 1036 1020 1011 1163 1010
18 10 23 23 16 22 37 31 24 38 8 42
31 30 54 32 44 37 46 41 47 38 17 41
12 24 17 16 16 19 8 20 13 11 13 10
3 8 3 4 6 4 1 3 3 2 8 3
10 6 2 13 9 7 3 2 4 4 14 1
27 23 2 13 10 11 4 4 8 6 41 3
66 52 78 63 66 66 87 74 78 81 42 86
Philippines
1020 1014 1023 1024 1000 1003 1019 1036 1020 1011 1163 1010
1020 1014 1023 1024 1000 1003 1019 1036 1020 1011 1163 1010
12 3 3 5 2 4 87 4 2 8 6 5
23 11 19 16 8 18 10 17 13 18 16 26
11 16 33 15 8 20 2 23 18 21 12 24
3 9 13 5 3 7 0 6 10 6 7 10
14 10 8 29 27 19 1 9 16 14 15 11
37 50 24 30 53 33 0 40 41 33 44 24
56 29 29 29 21 33 97 35 25 38 39 41
Indonesia
1020 1014 1023 1024 1000 1003 1019 1036 1020 1011 1163 1010
1020 1014 1023 1024 1000 1003 1019 1036 1020 1011 1163 1010
22 4 6 92 3 22 8 7 2 8 9 33
32 12 33 4 13 52 33 29 14 19 21 47
10 14 31 1 7 12 14 25 19 21 13 12
3 10 8 1 2 3 3 5 11 6 5 2
10 11 8 2 25 4 10 8 14 14 14 2
24 49 14 1 50 7 31 27 39 31 40 4
71 31 46 97 32 80 59 49 26 39 48 84
Taiwan
1020 1014 1023 1024 1000 1003 1019 1036 1020 1011 1163 1010
1020 1014 1023 1024 1000 1003 1019 1036 1020 1011 1163 1010
14 13 32 10 14 14 16 75 10 18 8 42
24 33 54 20 35 21 34 20 29 31 16 37
9 14 9 14 8 15 11 3 17 16 12 7
2 4 1 5 2 6 2 0 5 4 6 1
15 7 2 25 15 17 11 0 11 10 15 3
36 29 2 25 26 28 26 1 29 21 43 10
59 64 88 40 66 49 68 96 54 62 42 87
Australia
1020 1014 1023 1024 1000 1003 1019 1036 1020 1011 1163 1010
1020 1014 1023 1024 1000 1003 1019 1036 1020 1011 1163 1010
52 5 8 9 2 9 15 7 6 13 13 14
35 16 37 20 11 29 36 21 25 26 25 46
7 13 20 13 6 12 6 18 14 12 10 11
1 7 3 4 1 3 1 2 5 3 4 1
3 10 9 26 26 17 11 9 14 14 13 8
2 50 24 27 54 30 31 43 36 31 36 19
89 41 58 41 28 54 74 49 48 57 59 74
Japan
1020 1014 1023 1024 1000 1003 1019 1036 1020 1011 1163 1010
1020 1014 1023 1024 1000 1003 1019 1036 1020 1011 1163 1010
33 12 57 31 67 27 47 60 48 38 13 69
32 29 35 34 24 39 38 31 38 34 24 23
13 22 5 14 2 16 6 7 6 10 13 4
5 8 1 3 0 2 1 1 2 2 6 2
5 5 1 8 3 6 3 1 2 4 10 1
11 24 1 10 3 11 5 1 4 11 34 2
74 54 93 72 94 73 90 92 90 81 57 94
USA
1020 1014 1023 1024 1000 1003 1019 1036 1020 1011 1163 1010
1020 1014 1023 1024 1000 1003 1019 1036 1020 1011 1163 1010
21 7 10 21 8 12 50 26 16 21 23 27
39 24 46 34 37 37 37 44 43 32 34 46
16 16 23 11 14 12 3 18 11 11 9 10
6 6 4 3 2 2 1 2 3 2 3 2
7 8 7 14 18 13 3 2 8 9 8 3
12 39 10 17 20 25 6 8 18 24 24 13
68 51 62 66 57 65 93 76 73 71 75 83
Mexico
1020 1014 1023 1024 1000 1003 1019 1036 1020 1011 1163 1010
1020 1014 1023 1024 1000 1003 1019 1036 1020 1011 1163 1010
32 5 6 6 5 8 28 11 8 10 19 17
38 15 32 19 26 26 41 32 27 20 30 38
12 11 19 11 7 12 6 19 13 16 9 12
4 6 4 4 1 3 1 2 4 4 4 3
4 10 8 27 21 18 6 6 13 15 8 7
10 53 31 33 40 34 19 30 34 35 29 24
77 42 54 38 51 51 85 62 54 46 70 72
Caribbean
1020 1014 1023 1024 1000 1003 1019 1036 1020 1011 1163 1010
1020 1014 1023 1024 1000 1003 1019 1036 1020 1011 1163 1010
9 4 3 4 1 3 11 6 3 7 8 5
20 8 17 9 6 13 25 14 12 14 20 18
7 12 16 12 3 11 7 12 13 16 10 8
2 7 4 5 1 4 2 1 5 5 5 2
15 10 11 32 24 22 12 9 16 18 13 13
48 60 49 39 64 47 43 58 51 40 45 55
55 30 39 21 22 31 63 46 29 35 50 50
Argentina
1020 1014 1023 1024 1000 1003 1019 1036 1020 1011 1163 1010
1020 1014 1023 1024 1000 1003 1019 1036 1020 1011 1163 1010
10 4 3 4 1 3 6 4 2 6 7 3
18 11 15 11 4 9 23 13 9 15 16 11
6 10 17 11 3 11 8 13 14 15 11 8
2 5 4 4 1 4 2 1 6 5 5 3
16 11 11 31 24 24 15 9 15 18 14 14
49 59 51 39 67 49 46 59 54 40 48 62
53 37 36 25 16 24 55 42 24 35 43 35
Brazil
1020 1014 1023 1024 1000 1003 1019 1036 1020 1011 1163 1010
1020 1014 1023 1024 1000 1003 1019 1036 1020 1011 1163 1010
11 5 3 4 3 3 8 5 2 9 8 5
19 13 19 13 12 11 26 14 12 20 18 16
7 10 18 11 6 11 8 14 13 13 10 9
2 6 5 4 1 4 2 2 6 4 5 3
15 10 10 30 24 23 14 9 16 16 13 14
46 56 46 37 55 48 43 56 51 38 46 53
56 42 41 28 33 26 59 43 29 47 49 45
Peru
1020 1014 1023 1024 1000 1003 1019 1036 1020 1011 1163 1010
1020 1014 1023 1024 1000 1003 1019 1036 1020 1011 1163 1010
6 4 3 3 2 2 4 4 2 7 7 2
13 8 12 10 4 7 18 9 6 14 13 10
6 12 17 11 4 11 9 13 15 15 10 7
2 8 5 4 1 4 2 2 7 5 6 3
17 11 11 34 24 25 15 10 17 18 15 14
56 57 52 39 66 51 51 63 54 41 50 64
44 28 31 21 16 19 47 33 16 37 39 33
Spanish cuisine
1002 1001 1184 1027 1009 1627 2038 1008 1023 1021 1002 583
1002 1001 1177 1027 1009 1627 2038 1008 1024 1016 1002 583
29 86 32 22 15 27 19 45 25 35 26 34
51 12 33 35 25 45 43 36 45 44 47 38
7 1 5 11 9 11 15 6 18 8 10 7
1 0 3 4 4 2 3 2 2 2 3 2
5 1 10 13 19 5 8 4 5 7 6 8
8 0 17 16 27 10 11 6 5 4 8 11
87 98 79 67 56 80 70 87 74 82 70 81
British cuisine
1002 1001 1184 1027 1009 1627 2038 1008 1023 1021 1002 583
1002 1001 1177 1027 1009 1627 2038 1008 1024 1016 1002 583
4 4 8 17 13 50 3 4 4 5 8 9
23 17 26 37 26 40 17 19 21 28 35 31
31 33 14 13 11 5 30 26 48 33 26 26
17 20 4 4 4 2 20 25 8 19 9 11
9 8 16 14 20 2 11 7 11 10 10 12
17 18 31 14 26 1 18 17 9 5 12 11
32 26 49 63 52 91 25 28 27 35 51 45
French cuisine
1002 1001 1184 1027 1009 1627 2038 1003 1023 1021 1002 583
1002 1001 1177 1027 1009 1627 2038 1003 1024 1016 1002 583
14 19 18 25 20 21 16 86 24 32 22 28
40 46 33 37 30 39 39 10 40 42 45 38
22 19 8 11 9 17 18 1 20 10 12 9
9 3 4 4 4 6 7 1 4 4 3 4
5 6 12 10 16 5 9 2 6 6 8 10
10 8 25 12 20 11 10 1 6 5 10 12
60 70 69 71 63 68 62 96 68 79 70 74
German cuisine
1002 1001 1184 1027 1009 1627 2038 1008 1023 1021 1002 583
1002 1001 1177 1027 1009 1627 2038 1008 1024 1016 1002 583
6 6 16 11 9 7 49 9 6 13 12 11
27 29 29 25 16 32 37 30 29 40 43 34
27 29 11 14 10 21 7 20 46 23 20 21
14 7 5 7 6 5 2 7 8 7 3 3
8 10 12 20 25 12 4 10 6 10 10 18
18 19 27 25 34 24 1 23 5 6 12 14
40 43 63 47 38 51 87 51 37 57 53 52
Italian cuisine
1002 1001 1184 1027 1009 1627 2038 1008 1023 1021 1002 583
1002 1001 1177 1027 1009 1627 2038 1008 1024 1016 1002 583
93 51 59 51 46 55 49 70 50 60 43 50
5 42 21 31 25 32 37 19 33 30 40 26
1 4 4 6 7 6 4 2 9 3 6 6
0 1 2 2 3 1 2 2 1 1 2 2
0 1 5 5 11 2 5 3 4 4 4 8
0 1 9 5 9 4 3 4 3 2 4 8
99 94 88 87 78 91 89 93 86 92 84 83
Danish cuisine
1002 1001 1184 1027 1009 1627 2038 1008 1023 1021 1002 583
1002 1001 1177 1027 1009 1627 2038 1008 1024 1016 1002 583
2 2 6 9 4 4 3 4 46 16 9 24
10 8 14 18 14 18 18 13 37 41 35 36
12 13 6 14 9 8 13 11 10 16 14 14
6 4 3 6 8 2 4 4 2 5 2 3
19 20 21 23 27 21 21 16 3 14 18 13
52 54 50 30 38 47 40 52 1 8 22 10
25 20 41 39 29 42 36 35 85 62 44 67
Norwegian cuisine
1002 1001 1184 1027 1009 1627 2038 1008 1023 1021 1002 583
1002 1001 1177 1027 1009 1627 2038 1008 1024 1016 1002 583
2 2 6 9 5 3 3 5 4 8 9 45
11 11 13 19 11 11 15 15 16 27 32 34
11 13 6 11 10 8 12 11 31 21 17 8
6 4 2 6 5 3 4 4 7 9 3 4
18 19 21 23 29 20 21 15 17 20 18 6
53 50 51 33 39 55 44 50 25 16 22 3
27 27 38 41 26 31 33 40 27 41 39 81
Finnish cuisine
1002 1001 1184 1027 1009 1627 2038 1008 1023 1021 1002 583
1002 1001 1177 1027 1009 1627 2038 1008 1024 1016 1002 583
2 2 4 7 4 2 2 3 2 8 63 5
9 6 9 17 12 8 12 12 5 21 30 12
9 12 6 12 8 8 12 11 17 20 4 14
6 5 4 6 6 3 5 3 5 10 1 4
19 19 25 25 31 22 22 16 23 21 1 26
54 56 54 33 39 58 47 55 48 20 0 39
24 18 27 35 26 23 26 33 13 36 94 28
Swedish cuisine
1002 1001 1184 1027 1009 1627 2038 1008 1023 1021 1002 583
1002 1001 1177 1027 1009 1627 2038 1008 1024 1016 1002 583
3 3 6 10 8 4 4 5 4 62 16 15
16 13 22 22 15 23 24 16 21 30 47 41
14 15 6 12 11 9 14 12 40 4 16 19
7 4 3 5 5 3 5 4 7 1 4 4
17 19 21 23 28 19 19 14 14 3 10 12
43 47 42 28 33 42 34 49 14 1 6 9
33 30 48 44 35 47 42 41 29 92 46 62
Greek cuisine
1002 1001 1184 1027 1009 1627 2038 1008 1023 1021 1002 583
1002 1001 1177 1027 1009 1627 2038 1008 1024 1016 1002 583
17 13 23 14 13 24 33 28 24 44 29 35
39 34 30 28 23 38 42 33 40 38 43 32
13 15 9 12 9 12 10 10 20 7 12 11
3 4 5 6 4 4 4 3 4 2 3 3
7 10 10 17 22 6 6 7 5 5 6 8
20 24 24 22 28 17 6 19 7 3 8 11
71 62 69 55 51 74 79 75 69 85 59 75
Turkish cuisine
1002 1001 1184 1027 1009 1627 2038 1008 1023 1021 1002 583
1002 1001 1177 1027 1009 1627 2038 1008 1024 1016 1002 583
8 11 8 36 54 14 16 15 10 17 15 17
20 29 13 34 26 31 40 30 30 39 42 31
12 18 5 10 5 9 14 12 21 12 13 10
7 7 5 3 2 4 9 8 8 6 6 7
11 10 17 7 7 9 8 8 11 12 8 13
43 25 53 9 6 33 13 27 20 14 15 21
47 53 43 77 85 67 64 62 50 65 59 62
Moroccan cuisine
1002 1001 1184 1027 1009 1627 2038 1008 1023 1021 1002 583
1002 1001 1177 1027 1009 1627 2038 1008 1024 1016 1002 583
8 12 8 21 23 12 6 33 8 11 10 10
24 30 16 33 35 30 19 38 20 25 22 20
15 19 5 16 12 9 11 7 12 9 14 8
9 10 5 5 6 4 10 5 9 7 6 7
9 8 17 11 12 9 14 5 15 18 13 18
36 20 49 14 12 36 40 11 36 30 35 38
50 53 47 63 67 66 42 81 44 51 50 48
Lebanese cuisine
1002 1001 1184 1027 1009 1627 2038 1008 1023 1021 1002 583
1002 1001 1177 1027 1009 1627 2038 1008 1024 1016 1002 583
6 8 9 44 54 10 6 20 7 24 9 11
15 16 14 34 27 19 13 27 15 30 15 17
9 12 5 9 5 5 10 9 10 9 13 6
6 6 5 3 2 4 10 7 8 7 7 6
12 14 16 5 8 12 16 7 17 11 13 18
52 44 51 5 5 50 45 29 43 20 44 42
45 43 47 82 84 58 35 67 39 67 50 48
Saudi Arabian cuisine
1002 1001 1184 1027 1009 1627 2038 1008 1023 1021 1002 583
1002 1001 1177 1027 1009 1627 2038 1008 1024 1016 1002 583
3 3 3 26 62 1 4 4 3 2 2 3
7 11 7 37 25 5 8 8 7 9 8 6
10 9 6 16 6 5 10 7 9 7 11 4
7 7 5 6 2 4 10 9 8 7 8 6
14 18 20 8 3 18 17 14 19 24 18 25
59 52 59 7 2 67 51 58 54 51 53 56
25 28 24 67 89 18 24 29 22 22 42 20
Emirati cuisine (i.e. from the United Arab Emirates)
1002 1001 1184 1027 1009 1627 2038 1008 1023 1021 1002 583
1002 1001 1177 1027 1009 1627 2038 1008 1024 1016 1002 583
3 3 3 45 27 2 4 4 2 3 2 4
7 10 6 37 35 6 10 9 6 8 8 7
9 9 4 9 9 5 9 8 8 7 11 4
7 7 6 3 4 4 11 8 9 6 7 7
15 18 20 4 13 18 17 14 20 25 18 23
59 53 60 3 12 65 50 57 55 50 54 55
24 27 23 84 71 23 27 30 18 22 42 24
Indian cuisine
1002 1001 1184 1027 1009 1762 2040 1011 1007 1006 1005 732
1002 1001 1177 1027 1009 1762 2040 1011 1007 1006 1005 732
11 12 19 37 38 46 17 27 23 25 26 32
27 26 19 31 30 33 33 26 35 37 33 36
13 18 12 13 9 7 16 11 12 17 10 11
9 9 9 10 5 6 8 6 4 8 5 5
7 8 11 5 8 2 7 5 12 6 9 7
33 27 31 5 10 7 20 25 15 7 16 10
57 52 55 71 76 84 62 71 67 67 64 75
Chinese cuisine
1002 1001 1184 1027 1009 1762 2040 1011 1007 1006 1005 732
1002 1001 1177 1027 1009 1762 2040 1011 1007 1006 1005 732
21 27 42 30 16 43 30 39 24 26 34 27
33 41 32 32 27 39 42 31 42 45 39 43
17 17 5 10 11 8 11 8 11 15 8 11
13 8 3 10 12 3 6 7 4 4 3 3
3 3 5 8 14 2 3 3 9 6 6 7
13 5 13 11 20 5 7 12 10 5 10 9
62 71 84 69 54 86 78 80 73 74 79 77
Thai cuisine
1002 1001 1184 1027 1009 1762 2040 1011 1007 1006 1005 732
1002 1001 1177 1027 1009 1762 2040 1011 1007 1006 1005 732
8 12 25 20 7 26 19 24 28 36 30 27
18 23 23 30 14 31 33 21 33 37 36 37
8 11 7 14 11 8 11 6 6 10 8 9
6 6 5 9 14 5 6 5 4 4 4 5
10 11 11 10 21 6 7 8 12 6 8 8
50 38 29 17 34 25 24 36 17 6 15 14
52 56 68 61 31 75 68 70 73 78 72 74
Malaysian cuisine
1002 1001 1184 1027 1009 1762 2040 1011 1007 1006 1005 732
1002 1001 1177 1027 1009 1762 2040 1011 1007 1006 1005 732
1 2 6 10 8 7 4 4 6 5 6 5
6 8 9 29 16 19 12 8 12 12 15 12
8 9 5 14 11 4 10 5 4 6 5 5
5 6 4 8 9 2 6 5 3 3 3 4
14 17 22 14 21 13 15 12 31 31 23 23
66 59 54 25 34 55 54 66 43 43 48 51
21 24 34 52 37 58 34 35 32 30 53 35
Vietnamese cuisine
1002 1001 1184 1027 1009 1762 2040 1011 1007 1006 1005 732
1002 1001 1177 1027 1009 1762 2040 1011 1007 1006 1005 732
5 5 14 8 2 8 11 28 17 13 12 11
11 15 21 19 8 15 25 23 28 26 24 25
8 10 5 15 11 3 10 6 6 7 7 7
7 6 4 11 13 3 7 5 3 4 4 3
13 15 15 18 25 14 10 7 18 22 18 18
57 50 40 29 41 56 36 31 26 28 35 35
36 38 59 39 18 53 57 74 63 54 57 56
Singaporean cuisine
1002 1001 1184 1027 1009 1762 2040 1011 1007 1006 1005 732
1002 1001 1177 1027 1009 1762 2040 1011 1007 1006 1005 732
3 3 6 12 4 9 3 4 7 5 5 4
8 9 9 28 12 15 11 6 9 8 10 12
8 8 4 14 11 3 8 4 4 5 6 4
5 5 4 7 9 2 6 5 3 3 3 2
14 17 22 14 25 15 15 13 32 33 24 25
62 58 56 25 39 56 56 68 45 47 52 53
29 27 34 53 26 55 33 31 29 24 54 34
Hong Kong cuisine
1002 1001 1184 1027 1009 1762 2040 1011 1007 1006 1005 732
1002 1001 1177 1027 1009 1762 2040 1011 1007 1006 1005 732
3 6 12 13 5 11 5 6 7 6 5 6
12 13 14 20 9 18 14 11 12 11 13 13
8 11 4 14 10 4 9 4 5 5 4 6
6 6 3 11 11 2 6 6 3 2 3 2
14 15 18 16 26 13 15 12 31 34 23 25
57 48 49 26 40 52 51 62 42 42 51 48
35 38 50 45 22 60 39 44 33 29 57 37
Korean cuisine
1002 1001 1184 1027 1009 1762 2040 1011 1007 1006 1005 732
1002 1001 1177 1027 1009 1762 2040 1011 1007 1006 1005 732
3 4 14 19 8 6 7 8 7 11 7 7
10 14 22 19 12 11 18 11 12 22 18 16
9 12 7 12 12 4 11 6 6 7 6 7
6 6 5 12 13 3 7 5 4 4 4 3
12 14 14 14 23 16 12 12 30 25 21 21
60 50 38 24 32 60 45 58 40 31 45 46
